Request,Tiempo Actualizar,Tiempo Llave
191,2651,1043
192,1991,1479
193,4764,1636
194,1977,1794
195,2061,1785
196,4410,2815
197,3934,1460
198,2462,1177
199,2106,1851
200,2515,2810
201,4273,2881
202,2699,1581
203,4157,2043
204,4054,2025
205,3618,2442
206,4110,2472
207,4399,2226
208,2131,2498
209,2998,1597
210,3555,2907
211,4417,1756
212,3093,1478
-,-,-
213,3838,1430
214,3234,1031
215,2469,1356
216,4432,1152
217,4443,1395
218,3905,2945
219,3315,1701
220,2834,2233
221,3937,2475
222,3728,2479
223,2852,998
224,3605,1140
225,3172,1685
226,3807,1637
227,4211,1983
228,3547,2840
229,3192,2849
230,3607,2715
231,4389,1600
232,3160,1764
233,3828,997
234,3953,1785
235,4534,1669
236,2993,2606
237,1994,2052
238,3206,1129
239,2487,1065
240,2354,1655
241,3651,1962
242,3201,2681
243,4472,991
244,2222,1862
245,4290,1576
246,2762,2937
247,2372,1125
248,4762,1720
249,3374,2937
250,4146,2193
251,2883,2347
252,2291,1407
253,4109,1664
254,4129,1530
255,1922,1452
256,2308,1677
257,4408,1216
258,3415,2038
259,1957,1509
260,3613,1102
261,4497,1881
262,3749,2756
263,2592,2724
264,3688,2824
265,3200,2790
266,3821,2243
267,3105,2620
268,2259,2383
269,1943,2493
270,2291,1951
271,2643,2175
272,4172,1164
273,3024,2415
274,2573,1077
275,4621,2242
276,3070,2393
277,2356,2682
278,2110,2766
279,4380,1813
-,-,-
280,3340,1369
281,3802,1898
282,2142,2846
283,2209,1207
284,3034,1205
285,3811,1153
286,3789,1864
287,2043,1624
288,2651,2013
289,3889,1497
290,4287,2416
291,2380,2416
292,2076,927
293,3904,2664
294,2638,1571
295,2507,1734
296,4321,1231
297,2911,966
298,3072,2904
299,1887,1315
300,2693,1085
301,3366,1300
302,2833,2628
303,2246,1336
304,2141,2278
305,3529,2875
306,2839,2573
307,3433,2447
308,2365,1937
309,3169,2840
310,4748,2030
311,3787,2075
312,4477,1859
313,4403,2662
314,1899,2241
315,1925,1745
316,4049,2734
317,3993,2380
318,2300,1692
319,2752,945
320,4642,1498
321,3465,2136
322,2083,2455
323,4045,1937
324,3148,2900
325,2581,1144
326,4083,2808
327,3167,1664
328,3224,1238
329,4105,2568
330,3530,1550
331,4567,1437
332,3722,2451
333,3983,1873
334,3037,2020
335,2382,1779
336,3233,2224
337,2088,2279
338,1933,1565
339,3958,2238
340,2165,2728
341,2893,2049
342,2991,1152
343,2061,2408
344,3304,1461
345,3513,1123
346,4588,2269
347,2499,2618
-,-,-
348,4779,2191
349,2229,2307
350,3566,1325
351,2196,2281
352,4594,2671
353,2212,2370
354,3842,1435
355,4565,2294
356,2898,2154
357,2958,2064
358,3634,1544
359,2965,2122
360,2778,1178
361,4376,1847
362,3860,1569
363,3588,1194
364,3701,1992
365,2901,2773
366,2901,1318
367,4390,1681
368,3644,2592
369,1975,2508
370,4694,1319
371,4138,2011
372,2261,2279
373,3662,959
374,4199,2903
375,2293,2488
376,3353,943
377,3166,2516
378,4422,1969
379,2765,1280
380,4129,2496
381,4566,2447
382,2916,2030
383,3432,1886
384,4782,1828
385,2753,2004
386,2739,1503
387,4514,1070
388,2901,1696
389,3385,2179
390,2252,1160
391,2290,1299
392,3912,2788
393,3321,1326
394,1993,2691
395,3045,936
396,2620,1752
397,1924,1898
398,1965,1092
399,1913,2944
400,3282,2873
401,4777,2128
402,3775,2449
403,2621,1348
404,1926,2412
405,4604,1814
406,2656,2466
407,3521,2687
408,3591,1726
409,3786,2335
410,4616,2238
411,4419,2131
412,3614,1677
413,3239,1454
414,3097,1058
415,2698,1152
-,-,-
416,2698,1208
417,4589,2323
418,2192,1372
419,3274,1469
420,2759,2647
421,2697,1015
422,4487,1657
423,2436,1757
424,2150,1578
425,2901,1907
426,1951,2241
427,3904,2720
428,2715,2399
429,1986,2090
430,3753,1643
431,2766,1653
432,4282,1788
433,4283,1626
434,4167,2603
435,2884,1221
436,2414,2339
437,2737,1531
438,2254,1943
439,4519,2194
440,2203,1637
441,3650,2542
442,2716,1912
443,4017,2213
444,4063,1780
445,4322,1346
446,3364,1277
447,3561,2902
448,4321,1238
449,2360,2803
450,2090,2465
451,3228,942
452,2910,2375
453,3880,1103
454,3854,2645
455,2225,2377
456,3793,1310
457,4629,1781
458,2759,2184
459,3815,1202
460,4663,1408
461,4288,1787
462,4768,964
463,4276,2071
464,3540,2071
465,3744,989
466,4676,1132
467,3828,2019
468,3508,2623
469,4300,1945
470,4715,1383
471,4302,2260
472,1954,1530
473,4709,2663
474,4571,1543
475,3107,1981
476,2721,1891
477,3772,2650
478,4343,2609
479,2836,1609
480,4238,2444
481,2689,2409
482,4154,1092
483,4069,2183
484,4255,1164
-,-,-
485,2883,960
486,2829,1522
487,4723,1439
488,4362,1848
489,3502,1671
490,4229,1486
491,3970,2505
492,3303,1140
493,2640,2765
494,4328,2795
495,2670,2515
496,3844,2885
497,2379,1661
498,1896,2605
499,3933,1831
500,2012,1221
501,4300,1919
502,3458,2672
503,3155,1793
504,4296,1680
505,2060,2082
506,3857,1815
507,3545,1592
508,3303,1599
509,2106,2932
510,4164,2371
511,4150,2922
512,3108,1494
513,4171,2864
514,3639,1775
515,4108,1713
516,3673,1892
517,3507,1363
518,2110,2658
519,3370,2264
520,2649,2276
521,3872,2402
522,3736,1089
523,2929,2844
524,3526,1793
525,1894,1735
526,1971,989
527,3047,1494
528,4385,1519
529,4051,2254
530,4398,1538
531,2438,2158
532,2028,1608
533,4109,1637
534,1962,2596
535,4402,1797
536,4215,2098
537,2113,1196
538,3069,928
539,2697,2730
540,3933,2123
541,4121,2801
542,2531,1456
543,3325,1465
544,2857,2509
545,4226,2788
546,2266,2217
547,3463,2528
548,2045,1396
549,2198,1173
550,4531,2634
551,4065,2889
552,3081,2940
553,3968,2565
554,2403,1533
555,2685,2690
556,4531,2555
557,4616,1416
-,-,-
558,3027,2054
559,3705,1181
560,4509,1783
561,4747,1898
562,4595,976
563,4280,2483
564,2321,1559
565,3625,2157
566,3352,2750
567,4176,1986
568,2856,1465
569,4533,946
570,2261,1307
571,2860,1873
572,4359,2445
573,2086,2335
574,2767,1991
575,2233,1782
576,2109,2831
577,4084,1655
578,4206,1246
579,4185,1183
580,3509,1580
581,2086,2795
582,2594,2659
583,3350,1221
584,2686,2337
585,2357,2186
586,2976,1778
587,3079,2625
588,4079,1370
589,3547,2086
590,2987,2266
591,3004,1411
592,4407,2212
593,3542,1391
594,4333,1169
595,4083,1904
596,2170,1827
597,3751,2503
598,1960,2692
599,3967,2107
600,2821,2337
601,2498,2351
602,3443,1744
603,2979,1582
604,1965,1279
605,4744,1054
606,2399,1573
607,4727,2705
608,2791,2235
609,4274,1976
610,4005,2609
611,4149,2281
612,3959,1969
613,3671,2238
614,2654,2057
615,2008,2900
616,3948,2589
617,2573,1326
618,2297,2731
619,3431,1082
620,4533,1837
621,2767,1752
622,3602,2437
623,2095,1590
624,3332,2372
625,2961,1586
626,4178,2895
627,4651,1289
628,4130,2712
629,3870,1909
630,3488,2359
-,-,-
631,2389,1454
632,3119,2944
633,4187,1825
634,2053,1114
635,3554,2388
636,2288,1508
637,4324,2508
638,3274,1448
639,2303,1358
640,4119,2912
641,3025,2043
642,4204,1297
643,2581,1071
644,3923,1772
645,2525,923
646,3277,2297
647,4026,2799
648,2917,2382
649,3468,1247
650,4632,1020
651,3433,1198
652,4427,1952
653,2869,1137
654,2369,1512
655,2408,2455
656,3428,1045
657,3225,1872
658,2349,1391
659,4135,2067
660,2004,2144
661,4455,1044
662,2888,1272
663,4401,1691
664,4633,1245
665,2778,1436
666,3430,1245
667,4565,2149
668,3478,2439
669,2794,1003
670,2466,1742
671,2473,1325
672,3328,2312
673,4271,1451
674,4318,2419
675,3273,1963
676,1997,1422
677,3650,1564
678,3156,2080
679,3491,1977
680,2780,2218
681,4070,2067
682,4061,2159
683,2694,2419
684,2793,2229
685,4615,1798
686,4345,2787
687,4221,1575
688,2680,2438
689,2663,2431
690,3479,2607
691,4517,976
692,3100,2814
693,2845,2098
694,4390,1830
695,3990,2856
696,3516,1292
697,4393,2422
698,2655,2177
699,4564,1707
700,2998,2153
701,3342,1201
702,4693,1856
703,3190,1933
-,-,-
