Request,Tiempo Actualizar,Tiempo Llave
309,2598,1800
310,2062,1796
311,4416,2493
312,1897,1879
313,3511,1207
314,4188,2917
315,4735,1581
316,4755,1479
317,3346,2431
318,3534,2666
319,2611,2426
320,4300,1662
321,3754,3097
322,2308,2992
323,3256,3087
324,1880,1968
325,2525,2677
326,3164,2864
327,3891,3057
328,3597,1401
329,1899,1379
330,3663,2252
331,3834,1408
332,3217,1656
333,4466,1662
334,1741,1792
335,1851,1245
336,3235,1659
337,2405,1974
338,3904,2954
339,3810,2237
340,2988,2676
341,3436,2418
342,3076,2127
343,3738,2199
344,3090,2875
345,1910,1965
346,2941,2296
347,3045,2595
348,4705,2458
349,4542,2300
350,2080,2294
351,4302,1752
352,3917,1462
353,2481,2044
354,4523,2704
355,3539,1842
356,2247,2151
357,3834,1659
358,2180,2123
359,2259,1962
360,2245,1358
361,2374,1576
362,3070,1670
363,1703,1978
-,-,-
364,2013,2106
365,2792,2594
366,1963,2384
367,3144,2740
368,3492,1891
369,2466,1876
370,4128,2175
371,4413,2610
372,2172,2029
373,3209,1220
374,1970,2790
375,3126,2667
376,4400,2121
377,4383,1631
378,4323,1387
379,3607,1932
380,3836,1953
381,3890,2569
382,3336,1669
383,3277,3048
384,2520,1375
385,2177,2003
386,3866,3072
387,3179,1698
388,2688,2839
389,3756,2888
390,2436,2113
391,2279,2663
392,3250,1289
393,3935,2308
394,4043,1109
395,3041,2478
396,4748,2813
397,2768,2150
398,3798,2559
399,2305,3065
400,1915,1614
401,2203,2878
402,4695,2270
403,4203,1727
404,4015,2351
405,3762,2357
406,2202,2962
407,4627,1614
408,4091,1672
409,2608,1537
410,4043,2040
411,2714,1475
412,3294,1240
413,1785,2362
414,4172,1634
415,2484,1538
416,2697,1766
417,2632,2523
418,4631,2949
419,2098,2727
420,2010,1928
421,2488,1201
422,4086,1611
423,1758,2926
424,4657,1246
425,2086,2948
426,4249,1698
427,4689,1476
-,-,-
428,3062,1557
429,2972,1496
430,1867,2870
431,4753,2168
432,3654,1983
433,3531,2183
434,4394,2587
435,3119,2545
436,4053,2355
437,2467,2576
438,3993,2157
439,3335,1675
440,4290,3011
441,2660,1187
442,2243,1483
443,1715,3049
444,4425,2376
445,3337,1262
446,4463,1929
447,4616,1529
448,3022,1231
449,3579,2830
450,2860,3026
451,3669,2538
452,4321,2005
453,1861,1299
454,2011,1549
455,2877,1834
456,4554,2162
457,1995,2562
458,3351,2900
459,3502,1148
460,3672,1843
461,3196,1729
462,4570,2891
463,4567,1939
464,4328,2881
465,2200,1122
466,2014,1423
467,4215,2536
468,2482,1218
469,2354,1313
470,3372,2650
471,3669,1105
472,2425,1246
473,4079,1865
474,3423,2899
475,3552,1558
476,2243,3039
477,3161,1360
478,2178,2219
479,4330,1109
480,2624,1719
481,2262,1495
482,1707,2749
483,3446,1358
484,2355,1680
-,-,-
485,3238,1342
486,4026,1137
487,2374,2238
488,2289,3055
489,2557,2056
490,3529,2483
491,2891,2460
492,2193,1588
493,2046,1218
494,2243,1875
495,2236,1696
496,2864,2998
497,4660,1694
498,3181,1678
499,2849,1993
500,4290,2039
501,4000,1732
502,2930,1554
503,4082,2964
504,4016,2458
505,3347,1147
506,4426,2701
507,3092,2927
508,4471,2614
509,3380,2890
510,2324,2603
511,3611,1599
512,3691,1551
513,1807,1221
514,2705,2088
515,1760,2019
516,3674,1994
517,3544,2207
518,3378,1104
519,3253,1233
520,1799,1411
521,4399,1820
522,1944,2378
523,2307,1141
524,2808,2689
525,4364,1694
526,4034,2887
527,4391,2937
528,3739,1409
529,2186,2572
530,4005,2674
531,1761,1401
532,4698,1262
533,2707,1606
534,1719,1883
535,4364,1230
536,1806,1441
537,4145,2828
538,3824,1612
539,4647,2986
540,4739,1158
541,2623,2479
542,2504,1489
543,4653,1930
544,4236,1130
545,4366,2349
546,2306,1918
-,-,-
547,1922,2772
548,2123,2785
549,3992,2261
550,3624,1647
551,1847,1814
552,2062,1495
553,4634,2894
554,3188,2247
555,2313,1747
556,2044,2621
557,3554,2395
558,3944,2836
559,4527,1809
560,3172,1257
561,4436,2916
562,4675,2255
563,3627,2598
564,4073,3010
565,4085,2791
566,1947,2957
567,2540,1583
568,2812,1365
569,3981,1540
570,2219,1660
571,1749,1444
572,1902,1827
573,3026,2436
574,3510,2410
575,2345,1107
576,2164,1571
577,4296,1185
578,4319,1949
579,4134,2996
580,3065,1923
581,2436,2947
582,2048,2485
583,4622,2596
584,4524,1704
585,2963,2015
586,3497,2852
587,4680,1268
588,4611,2553
589,4262,2117
590,3166,2064
591,3470,1205
592,1895,3082
593,1820,1480
594,3423,1339
595,2693,2043
596,3977,1445
597,1899,1599
598,3071,2090
599,4711,2511
600,2737,1350
601,3653,1389
602,2066,2868
603,3684,1711
604,1871,2962
-,-,-
