Request,Tiempo Actualizar,Tiempo Llave
1105,3313,1236
1106,2703,3133
1107,3873,2004
1108,2661,2319
1109,2786,1881
1110,3071,2225
1111,4427,2040
1112,5257,1926
1113,4949,1394
1114,2346,2941
1115,2242,2086
1116,3634,3148
1117,5193,1737
1118,2411,2873
1119,3548,3034
1120,4824,1677
1121,3788,1275
1122,5271,1272
1123,2169,2908
1124,2722,2386
1125,3859,3069
1126,2182,1624
1127,3960,1552
1128,5008,3161
1129,3367,2727
1130,3763,2812
1131,2926,2376
1132,3084,2165
1133,5100,1084
1134,4524,1412
1135,5197,2467
1136,5065,2609
1137,3620,1100
1138,2110,2614
1139,2297,2932
1140,2436,2722
1141,4028,2509
1142,4419,3073
1143,4373,2600
1144,4880,3097
1145,4266,1014
1146,3909,1733
1147,2910,1275
1148,4887,3151
1149,3494,2086
1150,2701,1955
1151,4611,2514
1152,2336,1338
1153,4924,2199
1154,4609,3109
1155,3710,1626
1156,3596,2679
1157,4883,2653
1158,5245,2404
1159,4284,2178
1160,3060,1918
1161,4072,2699
1162,2892,2319
1163,5083,2065
1164,2112,1245
1165,2771,2482
1166,3009,2472
1167,4653,1327
1168,5243,2607
1169,4460,1991
1170,4566,1942
1171,2717,1476
1172,3316,3151
1173,2800,2150
1174,3591,2988
1175,3203,1538
1176,5230,1624
1177,2216,1504
1178,3516,1335
1179,3669,1769
1180,2923,2106
1181,2948,2157
1182,4178,2564
1183,4790,2924
1184,4493,2829
1185,4782,2640
1186,4036,2998
1187,4690,1262
1188,2507,2451
1189,4523,2507
1190,4918,2874
1191,3921,2407
1192,4437,1616
1193,3270,2154
1194,5165,1354
1195,2825,2588
1196,3720,2524
1197,2888,3100
1198,5178,2770
1199,4655,1473
1200,2828,2039
1201,3733,1669
1202,4217,1868
1203,3335,2842
1204,2352,2693
1205,2587,2143
1206,2368,3009
1207,2619,2803
1208,5257,2134
1209,2122,1090
1210,2376,1589
1211,3695,1585
1212,3728,2000
1213,4034,2191
1214,3452,1970
1215,3499,2767
1216,4629,2781
1217,2549,3052
1218,4883,1447
1219,3605,1888
1220,4487,1978
1221,3686,1182
1222,3336,2924
1223,2994,1041
1224,2677,2358
1225,3262,2239
1226,4631,1787
1227,3791,3119
1228,3489,1995
1229,3655,2009
1230,2993,3111
1231,3944,1389
1232,4654,1739
1233,3301,1777
1234,3155,1735
1235,3603,2807
1236,4126,1429
1237,3432,3073
1238,5119,1171
1239,3758,1591
1240,3621,1457
1241,3620,2124
1242,2955,2802
1243,2137,1259
1244,4952,1262
1245,4883,2207
1246,4408,2192
1247,2226,2003
1248,4023,2172
1249,2634,2351
1250,5294,1262
1251,4097,1942
1252,3879,2318
1253,4293,2800
1254,3420,1271
1255,2538,1956
1256,2338,3093
1257,5192,2525
1258,3784,1003
1259,3294,3147
1260,5177,1024
1261,4821,1479
1262,4885,1151
1263,4070,2577
1264,3269,1025
1265,3945,1036
1266,3018,1595
1267,4752,2292
1268,4659,1634
1269,3611,1380
1270,4621,2513
1271,3192,2840
1272,3391,1134
1273,3670,2629
1274,2334,1735
1275,2719,1669
1276,2470,2416
1277,5060,1006
1278,3774,2696
1279,2602,2188
1280,2424,2681
1281,2476,1310
1282,2879,3070
1283,4402,2422
1284,3588,2330
1285,4069,1869
1286,4083,1118
1287,2162,2664
1288,2412,1552
1289,3570,1042
1290,4305,1340
1291,2675,2639
1292,5207,1531
1293,4845,3066
1294,5216,1928
1295,2190,2816
1296,2457,1662
1297,2511,1186
1298,2230,2631
1299,3844,1644
1300,2872,2172
1301,2803,1480
1302,3685,2808
1303,2470,2094
1304,2812,2015
1305,2353,2311
1306,3111,2347
1307,2669,2933
1308,4746,2879
1309,2609,1475
1310,3067,2284
1311,4111,1257
1312,3583,1693
1313,4561,1970
1314,4190,2983
1315,2765,2534
1316,2968,1466
1317,2705,2770
1318,2799,1017
1319,2375,3067
1320,4078,2227
1321,3616,1575
;;
1322,4598,2685
1323,2240,2316
1324,4665,2086
1325,3361,1198
1326,5042,3075
1327,2546,2884
1328,2554,1115
1329,2487,2396
1330,2556,1660
1331,4826,1715
1332,3020,2889
1333,2739,1655
1334,2113,2238
1335,4900,1195
1336,4637,2308
1337,2324,1824
1338,2565,2395
1339,3618,1246
1340,3539,1025
1341,4928,1117
1342,4424,1905
1343,3387,2790
1344,5051,1422
1345,3518,1949
1346,3120,1141
1347,3278,2596
1348,4681,1560
1349,3011,1952
1350,5100,2342
1351,4558,1822
1352,4304,2773
1353,2866,2617
1354,4055,1326
1355,4891,2512
1356,3528,2878
1357,2342,1207
1358,3586,1804
1359,5114,1589
1360,3200,1643
1361,2693,1820
1362,5138,1455
1363,4383,1734
1364,4562,2049
1365,3008,1761
1366,4969,1445
1367,5010,2106
1368,2935,2764
1369,3987,1853
1370,3049,2316
1371,2933,2153
1372,3488,1247
1373,5262,2827
1374,4454,1480
1375,3968,2252
1376,3695,2482
1377,3583,1171
1378,2458,3108
1379,2161,2462
1380,3446,1752
1381,4166,2291
1382,4285,1115
1383,4934,2319
1384,2994,1971
1385,3949,1210
1386,2861,1727
1387,4253,3137
1388,4548,1373
1389,2279,2820
1390,4514,2131
1391,3463,2541
1392,4405,1142
1393,2359,1903
1394,3396,2713
1395,3267,1363
1396,3678,1586
1397,3925,2748
1398,5017,2298
1399,5220,2089
1400,2833,1502
1401,5244,1239
1402,4778,3141
1403,3625,1738
1404,2177,1053
1405,3020,1099
1406,3923,1062
1407,3574,1469
1408,3742,2872
1409,3596,2197
1410,2394,1565
1411,3675,2009
1412,4813,1651
1413,4880,2019
1414,2347,2788
1415,5090,2540
1416,2398,3098
1417,4372,2629
1418,2486,2963
1419,3060,2343
1420,2934,1349
1421,4661,2172
1422,2603,2602
1423,4703,1348
1424,3284,1685
1425,2666,1027
1426,2819,2333
1427,2253,2601
1428,3154,2605
1429,4788,1864
1430,3689,2776
1431,2959,1989
1432,2837,1431
1433,4570,2168
1434,3185,3081
1435,4968,3138
1436,4265,2304
1437,4303,3090
1438,3478,1660
1439,4486,1478
1440,3640,2016
1441,4067,2891
1442,3265,1433
1443,2339,3022
1444,4952,2160
1445,3904,2891
1446,2521,1996
1447,4099,3156
1448,4142,1079
1449,3260,2039
1450,2457,2862
1451,2561,1378
1452,2793,2972
1453,2729,1655
1454,3438,2256
1455,2249,2714
1456,2515,1359
1457,2119,2416
1458,2202,2403
1459,3866,1965
1460,5130,2791
1461,2353,2632
1462,2133,2545
1463,4136,2565
1464,3353,2445
1465,4701,2744
1466,2517,2465
1467,2617,2395
1468,4361,1727
1469,5282,1766
1470,2309,2598
1471,5269,1067
1472,4555,2596
1473,3813,2397
1474,4049,2164
1475,5200,2749
1476,4190,1354
1477,4995,1275
1478,2983,1674
1479,3101,1012
1480,4503,1560
1481,4851,2432
1482,3260,2081
1483,3665,1025
1484,4641,1711
1485,2272,2734
1486,5185,1024
1487,3626,1528
1488,5198,2722
1489,5023,1114
1490,4317,1780
1491,5046,2050
1492,3786,2219
1493,3059,2155
1494,4844,2224
1495,4633,1802
1496,3444,3056
1497,3274,1055
1498,2983,2162
1499,2990,1878
1500,4377,2947
1501,4994,2335
1502,4236,1438
1503,3743,3062
1504,2356,2058
1505,4348,1851
1506,5101,1421
1507,4204,2298
1508,3582,1756
1509,2644,1505
1510,3487,1800
1511,3460,1748
1512,3447,1823
1513,3468,2764
1514,2254,2201
1515,2665,2394
1516,4248,2972
1517,2370,1675
1518,5214,2008
1519,5142,1424
1520,4019,2987
1521,3276,3053
1522,4326,2096
1523,4671,2387
1524,4437,2607
1525,3128,2713
1526,3875,2479
1527,3325,1405
1528,2923,2057
1529,3521,2798
1530,5118,3047
1531,5287,2387
1532,2424,1301
1533,4318,2922
1534,3947,1603
1535,3711,1266
1536,3468,1174
1537,4903,2831
1538,2747,2274
1539,3322,2796
1540,5063,2438
1541,3283,2042
1542,2984,3042
1543,5116,1286
1544,4797,3039
1545,2954,2611
1546,2119,1627
1547,5142,1536
1548,3056,2080
1549,3342,2674
1550,2791,1496
1551,4722,2711
1552,2209,2623
1553,4944,2857
1554,3949,1058
1555,3831,2809
1556,2617,2406
1557,5013,2438
1558,2251,1821
1559,4976,2632
1560,4226,3113
1561,4311,2530
1562,4728,2478
1563,3702,1186
1564,5131,3123
1565,2774,2280
1566,4329,1826
1567,2483,989
1568,3095,3021
1569,3994,1551
1570,4348,2833
1571,3691,1000
1572,4261,3099
1573,2553,1454
1574,2954,2507
1575,2885,1229
1576,4979,1054
1577,4321,2331
1578,4908,1657
1579,4960,1527
1580,2660,2526
1581,3746,1191
1582,2523,2547
1583,4018,2565
1584,3100,1738
1585,2977,2349
1586,4213,2956
1587,2924,1844
1588,4850,2598
1589,3686,1256
1590,5090,2530
1591,2504,1570
1592,4410,2507
1593,2839,2288
1594,5249,3121
1595,2919,2010
1596,2280,1973
1597,4719,2265
1598,5030,2056
1599,4601,1115
1600,5096,1358
1601,2559,1569
1602,3022,1285
1603,2705,1033
1604,3768,2934
1605,3254,1774
1606,4305,2696
1607,4906,3001
1608,2546,1688
1609,4586,3099
1610,3333,2301
1611,4111,1050
1612,4237,2168
1613,4430,2957
1614,3686,2132
1615,2450,1794
1616,2297,1506
1617,3019,3038
1618,5054,1208
1619,4164,3096
1620,4765,2627
1621,4661,2453
1622,2296,2387
1623,4744,2355
1624,3978,2895
1625,4973,2712
1626,4702,1735
1627,3492,1250
1628,3506,2807
1629,3311,2937
1630,3709,2260
1631,2704,2452
1632,2200,1974
1633,4150,1375
1634,2123,1345
1635,3363,3031
1636,5039,2388
1637,4176,3162
1638,4773,1318
1639,2106,999
1640,4519,2263
;;
1641,2863,1245
1642,5129,1858
1643,4186,2995
1644,3211,2248
1645,4980,2760
1646,2552,3090
1647,2766,2011
1648,3316,1313
1649,4348,1503
1650,4660,2540
1651,3452,2224
1652,5066,2721
1653,3863,1450
1654,4422,2984
1655,4599,2091
1656,4623,1433
1657,3058,1538
1658,2429,1610
1659,5050,2329
1660,3779,2837
1661,2694,2782
