Request,Tiempo Actualizar,Tiempo Llave
704,3474,2444
705,2169,1643
706,4197,1240
707,4016,1303
708,5173,2103
709,4056,2069
710,3703,3155
711,4907,2793
712,3039,1069
713,2750,2596
714,3515,2508
715,5016,1648
716,3388,1332
717,2508,1018
718,4733,3150
719,3084,3136
720,2290,1158
721,2365,2630
722,4630,1354
723,2419,2119
724,3622,1226
725,5163,1447
726,2214,2615
727,2810,1156
728,2514,1477
729,3452,2071
730,4939,1699
731,3165,1179
732,2378,1442
733,4867,1223
734,2429,2671
735,3257,2359
736,5050,1685
737,5174,1832
738,3406,1533
739,4495,2554
740,4137,1598
741,2250,1636
742,3285,1134
743,3075,1866
744,4896,2643
745,3223,1298
746,4622,1844
747,3738,2456
748,4818,1012
749,2470,1268
750,4048,2093
751,2628,1670
752,3596,1748
753,2400,2650
754,4791,2763
755,2093,2007
756,3349,1233
757,2622,2851
758,5166,1054
759,3471,2716
760,2575,2055
761,2553,3015
762,5045,1482
763,4930,1946
764,2338,1947
765,4192,1438
766,3503,1610
767,3556,2886
768,4694,2858
769,4796,2197
770,3349,2956
771,2732,1490
772,4126,1782
773,3790,2022
774,2845,2543
775,4918,2124
776,5235,1393
777,2143,1890
778,2244,2843
779,3296,2567
780,3075,1518
781,3044,2232
782,2787,2192
783,2265,1403
784,3275,2133
785,3547,2144
786,3548,984
787,4027,2030
788,2188,2888
789,3272,1062
790,4575,1406
791,3520,2545
792,2812,987
793,3730,2944
794,4048,2475
795,3170,2038
796,2247,1856
797,4453,1959
798,2106,2140
799,3161,1188
800,4080,1817
801,2128,2095
802,2516,2156
803,2492,2646
804,3899,1793
805,4592,2937
806,5273,1791
807,4538,2389
808,2356,1333
809,3003,1307
810,4282,3020
811,2347,1602
812,5008,1520
813,4962,1122
814,4441,1255
815,3339,2356
816,3747,2077
817,4667,2505
818,3211,1912
819,5135,2218
820,2443,1319
821,3181,2595
822,2920,2268
823,4682,1327
824,3076,2870
825,3141,2177
826,4589,3163
827,3207,2068
828,3710,1167
829,3702,2887
830,2724,2208
831,4501,1099
832,2289,1907
833,3725,2271
834,2998,1323
835,3929,983
836,3947,2670
837,4504,2037
838,3312,3153
839,5126,988
840,4126,1469
841,2622,2379
842,4847,1197
843,5232,1000
844,2639,1169
845,4779,1779
846,3984,2671
847,3956,1666
848,2584,2366
849,3805,3086
850,4383,1655
851,4444,2052
852,3941,1362
853,4414,2203
854,2761,2628
855,3823,1333
856,5087,3107
857,5116,3034
858,3219,1514
859,4308,2132
860,4548,2645
861,4347,2372
862,2642,1656
863,4374,1983
864,4002,1335
865,5189,2894
866,2464,1980
867,4763,2873
868,4346,2552
869,2954,2113
870,5233,3139
871,3379,2068
872,4396,1669
873,3004,1600
874,5083,1415
875,2943,2216
876,3549,2740
877,3019,1497
878,4984,2695
879,3813,1582
880,4945,1048
881,2830,1412
882,3925,2322
883,4147,2251
884,2995,1784
885,5062,1452
886,2402,3025
887,4023,2872
888,4391,1052
889,4933,1937
890,2331,1610
891,3421,1112
892,3788,2626
893,4272,1570
894,3738,2378
895,2338,1412
896,3882,2113
897,3321,1273
898,2333,1254
899,5087,1131
900,4718,2152
901,4125,1325
902,3194,2083
903,3768,1702
904,5202,2173
905,4589,2604
906,3932,1294
907,4952,2839
908,2097,1829
909,3529,1470
910,2147,1878
911,2756,1431
912,3396,1863
913,2531,2011
914,4513,1825
915,3476,1040
916,4713,1967
917,4974,1862
918,3206,2798
919,3074,1658
920,2920,1920
921,4147,2721
922,5006,3025
923,4079,1813
924,4275,1926
925,3450,2064
926,4066,1836
927,4982,1073
928,5048,1537
929,3132,2579
930,2352,1725
931,3663,1210
932,3664,2121
933,4103,3154
934,4566,1427
935,4633,991
936,4698,2162
937,4595,2448
938,3931,2921
939,2757,1400
940,4052,1503
941,4949,2297
942,2922,2154
943,2908,2747
944,5265,2127
945,3266,1252
946,4922,1082
947,2269,1507
948,2760,1377
949,2451,2982
950,4897,2672
951,3658,1425
952,3613,1457
953,3418,1058
954,4721,1663
955,3879,988
956,4107,2255
957,3660,2073
958,2283,1834
959,5013,1785
960,2791,1131
961,3612,2691
,,
962,3901,1108
963,3768,2828
964,3644,1633
965,2898,1740
966,3889,2042
967,3591,2678
968,3352,2454
969,5100,1542
970,5003,3097
971,2445,1213
972,2439,3104
973,4914,1334
974,4805,2208
975,2178,1718
976,4037,1487
977,4770,2744
978,3471,1800
979,4375,2744
980,4196,1784
981,2831,2509
982,2571,2744
983,4169,3105
984,4179,1631
985,3018,1360
986,5128,2821
987,2525,986
988,5169,2437
989,3272,1832
990,2742,2754
991,3208,1256
992,2453,1231
993,4055,1610
994,5272,2887
995,2797,1335
996,4133,1557
997,3602,1497
998,5072,2670
999,3628,2759
1000,2292,1751
1001,5109,2619
1002,2874,2905
1003,2369,3090
1004,4391,1714
1005,3206,2989
1006,5167,2806
1007,4875,1667
1008,3602,1194
1009,3401,1559
1010,4239,1346
1011,2851,2782
1012,4850,1251
1013,4667,991
1014,4354,2424
1015,4659,3155
1016,2947,1062
1017,3445,1973
1018,4644,2683
1019,4450,2814
1020,3204,1290
1021,2660,1589
1022,3277,1199
1023,5172,2963
1024,3389,2104
1025,3201,1642
1026,2749,1500
1027,3012,2691
1028,2312,1614
1029,3829,1811
1030,3022,2634
1031,4006,2819
1032,4871,2011
1033,2135,1007
1034,2695,1594
1035,2259,2374
1036,2305,1742
1037,3436,1224
1038,3611,2465
1039,2131,1600
1040,4974,2868
1041,4647,3111
1042,3969,2171
1043,3042,991
1044,4396,1367
1045,2163,1259
1046,4209,1051
1047,4683,1221
1048,3555,1339
1049,4009,3091
1050,3075,2838
1051,4446,2891
1052,3158,2597
1053,3190,1434
1054,3241,2099
1055,2838,2737
1056,2927,2030
1057,3744,2103
1058,3610,2082
1059,4683,2242
1060,3612,1636
1061,4654,2135
1062,2466,2570
1063,4552,1050
1064,2433,1380
1065,2424,2640
1066,4649,1828
1067,2998,2129
1068,3942,2319
1069,4230,2557
1070,3390,2538
1071,3680,1292
1072,4643,1334
1073,2338,1109
1074,2330,1239
1075,4798,2350
1076,2491,2273
1077,2574,1962
1078,3770,1269
1079,3905,2262
1080,3624,2595
1081,2324,2050
1082,3048,1320
1083,2105,1806
1084,2603,1984
1085,2216,1851
1086,4036,2626
1087,5205,1991
1088,2489,3013
1089,2585,2415
1090,3316,1493
1091,4586,3065
1092,3823,2347
1093,2721,2961
1094,2780,2887
1095,3509,1783
1096,5207,1510
1097,3792,2443
1098,3424,2247
1099,4807,1813
1100,2693,2003
1101,4757,1427
1102,2495,1226
1103,4883,2122
1104,3379,1380
1105,4561,2965
1106,3576,1696
1107,3506,2859
1108,2190,1476
1109,4164,2607
1110,4683,1142
1111,2537,1319
1112,4945,2672
1113,4951,2638
1114,2376,1164
1115,3303,2429
1116,2714,2575
1117,2229,2927
1118,4686,2541
1119,2097,1976
1120,4410,1872
1121,4282,2680
1122,3927,1955
1123,3132,1595
1124,4364,1513
1125,2148,1275
1126,4189,1369
1127,3986,1087
1128,4972,1510
1129,4711,1356
1130,4321,2032
1131,2989,1178
1132,3787,1996
1133,3553,1894
1134,2526,3094
1135,5186,2715
1136,3819,1870
1137,4795,1227
1138,3256,1298
1139,4794,2237
1140,3565,1219
1141,2541,1221
1142,3012,2660
1143,4975,1982
1144,3822,2009
1145,4157,1825
1146,4366,1135
1147,2264,3001
1148,4432,1576
1149,4018,2833
1150,4936,1515
1151,4108,1210
1152,2703,2944
1153,2299,1152
1154,3662,1105
1155,2253,1992
1156,2807,1683
1157,3891,2400
1158,2600,2446
1159,3148,1925
1160,4619,1561
1161,4038,3083
1162,2109,1570
1163,4749,1138
1164,3584,997
1165,3752,1540
1166,4081,1395
1167,4691,2886
1168,5090,2895
1169,3447,2808
1170,2203,984
1171,3309,1405
1172,5024,1523
1173,2821,1323
1174,5152,1515
1175,2089,1497
1176,2582,2925
1177,4848,1535
1178,3752,1137
1179,2474,2669
1180,4684,3032
1181,4874,3101
1182,4908,1162
1183,3174,3029
1184,3952,2555
1185,3871,1068
1186,4717,2643
1187,4150,3096
1188,2632,1529
1189,2265,1137
1190,5153,2996
1191,5124,2729
1192,4212,3158
1193,4419,1167
1194,5213,1858
1195,2823,1948
1196,2195,2779
1197,3553,1709
1198,3137,1641
1199,3895,1283
1200,3244,1756
1201,3854,2507
1202,3046,1881
1203,3380,3049
1204,4370,2880
1205,4603,2663
1206,3427,1418
1207,3735,2960
1208,4304,2607
1209,4007,2690
1210,3948,2782
1211,4554,3052
1212,2266,1957
1213,2669,2700
1214,3796,2931
1215,4543,1248
1216,2459,1971
1217,3178,1463
1218,3897,1262
1219,3469,1940
1220,4089,2254
1221,5134,2161
1222,3713,3150
1223,2171,2651
1224,4776,2155
1225,2129,1520
1226,2523,1871
1227,4261,2349
1228,2439,2494
1229,2945,2639
1230,2534,2620
1231,3099,991
1232,2602,1445
1233,2592,1047
1234,4037,2445
1235,3627,2691
1236,2551,1681
1237,5100,2202
1238,3893,2462
1239,3254,1077
1240,5265,2820
1241,4599,1015
1242,5033,1703
1243,4771,1022
1244,2478,2883
1245,3922,3158
1246,2697,1475
1247,3074,2417
1248,4724,1688
1249,2831,2326
1250,3949,1286
1251,4514,2802
1252,5146,1390
1253,2986,3039
1254,4936,2608
1255,3551,2246
1256,4921,3129
1257,4660,2975
1258,4663,1333
1259,2788,2639
1260,3346,2278
1261,2368,2842
1262,5172,2715
1263,2714,2386
1264,2275,1707
1265,2717,1469
1266,3755,2144
1267,2393,1588
1268,2655,1319
1269,2117,1065
1270,2848,1578
1271,3555,1766
1272,4663,3004
1273,5251,1101
1274,2454,1964
1275,3046,2515
1276,3754,2337
1277,4740,1037
1278,2878,2111
1279,3869,2174
1280,4777,1511
1281,2627,1508
1282,2621,2401
1283,3820,2168
1284,2756,2307
1285,2727,1126
1286,3140,2958
1287,4384,1255
1288,4779,1367
1289,3691,2972
,,
1290,3683,2561
1291,4882,2625
1292,3420,2973
1293,4469,1291
1294,4484,2372
1295,5075,991
1296,2611,1094
1297,4288,1049
1298,3800,1324
1299,2255,2966
1300,5012,1571
1301,2120,1199
1302,3656,2641
1303,4343,1438
1304,4238,1313
1305,3948,1628
1306,4760,2486
1307,2873,1494
1308,3029,2348
1309,4504,1726
1310,2429,2422
1311,4912,2750
1312,4761,2102
1313,2614,2368
1314,4657,2197
1315,3509,1097
1316,3124,2401
1317,3468,3130
1318,2577,1459
1319,4063,2395
1320,2242,1625
1321,3950,2577
1322,4060,1807
1323,4348,2479
1324,4885,1722
1325,5056,2971
1326,4632,2124
1327,3364,2949
1328,4903,2900
1329,2814,2404
1330,2166,2542
1331,2880,2210
1332,4295,1637
1333,2325,2667
1334,3188,1919
1335,3864,1875
1336,3646,3031
1337,4875,1956
1338,3051,2368
1339,3250,2910
1340,2780,1923
1341,3565,2429
1342,2546,2788
1343,3146,1494
1344,3285,2367
1345,5222,3015
1346,4248,1423
1347,4152,1548
1348,2252,2614
1349,4609,1865
1350,3889,2787
1351,4278,2705
1352,3827,2703
1353,5050,2019
1354,4369,2774
1355,3708,2437
1356,2736,2378
1357,4414,1173
1358,2624,1431
1359,3814,2914
1360,2930,2757
1361,3260,2915
1362,4632,2590
1363,4744,1266
1364,4276,1660
1365,2153,2924
1366,4914,2478
1367,2786,2472
1368,5219,2725
1369,3654,2114
1370,3612,2556
1371,2190,2143
1372,2167,2405
1373,3884,1643
1374,2982,1395
1375,2398,1649
1376,3977,2859
1377,4346,2541
1378,5240,2305
1379,4651,2237
1380,4788,2882
1381,2750,1733
1382,2200,1703
1383,3050,3160
1384,3062,2044
1385,4773,1837
1386,3196,1276
1387,3385,2617
1388,4519,2199
1389,2176,1798
1390,2230,1776
1391,5070,1535
1392,3908,1004
1393,2562,2729
1394,4217,2479
1395,2230,1091
1396,2313,1596
1397,4427,2143
1398,2343,2049
1399,5198,1511
1400,2584,2282
1401,4099,1714
1402,3869,3107
1403,4102,2509
1404,2669,1935
1405,3205,1241
1406,4990,2452
1407,3148,2752
1408,3864,3037
1409,2672,2756
1410,2507,1176
1411,5066,2180
1412,4480,1391
1413,3981,2378
1414,5222,1956
1415,2928,1568
1416,3843,2390
1417,4315,1347
1418,2276,1030
1419,3657,1806
1420,2866,2377
1421,2248,1358
1422,4739,2657
1423,4684,1973
1424,4121,2605
1425,3575,1469
1426,5131,1500
1427,2249,1047
1428,4208,2555
1429,3221,1925
1430,2703,1515
1431,3732,3116
1432,2398,2061
1433,2897,2352
1434,3242,2147
1435,2249,1920
1436,2115,1887
1437,4930,1710
1438,4999,2320
1439,4779,989
1440,4245,2213
1441,5093,1900
1442,3174,2433
1443,4983,1586
1444,3777,2172
1445,4843,1358
1446,4447,1894
1447,2804,2774
1448,2110,2801
1449,4044,1102
1450,5139,1690
1451,4567,1243
1452,4774,2200
1453,4631,2263
1454,5123,2914
1455,2918,1098
1456,4697,1158
1457,4231,1079
1458,2817,1032
1459,3396,2415
1460,2506,2338
1461,4389,2831
1462,4253,1192
1463,4988,1485
1464,2176,1816
1465,2605,1747
1466,2133,1803
1467,5035,2602
1468,4366,2097
1469,4458,2793
1470,4450,2810
1471,3375,3107
1472,4558,1715
1473,4909,2366
1474,2722,2026
1475,2816,1087
1476,3691,1297
1477,3531,1345
1478,2753,1363
1479,4429,1624
1480,4438,1187
1481,3274,1787
1482,4827,1075
1483,4295,2985
1484,4648,1481
1485,3158,1060
1486,2167,2144
1487,3646,2377
1488,5138,1927
1489,2392,1173
1490,3553,1460
1491,4077,1865
1492,3410,1980
1493,2552,1579
1494,2676,1823
1495,4089,1192
1496,2154,989
1497,3043,1738
1498,4939,1843
1499,2298,1784
1500,5220,1641
1501,5136,1641
1502,4408,1664
1503,4902,2839
1504,4288,2099
1505,4614,2055
1506,3185,1944
1507,3124,1185
1508,3994,1743
1509,3271,1659
1510,2789,2700
1511,3340,1976
1512,5243,1791
1513,4884,2753
1514,3095,2816
1515,4304,2584
1516,4358,2860
1517,5265,2079
1518,3410,2809
1519,4774,2640
1520,3848,1829
1521,3621,2686
1522,4762,1657
1523,5224,2126
1524,5124,2012
1525,2983,2751
1526,2111,2012
1527,2707,2641
1528,3445,2202
1529,3897,1380
1530,5171,989
1531,4855,1294
1532,3761,2101
1533,4910,2810
1534,4520,1993
1535,2547,2643
1536,2220,1244
1537,3807,1497
1538,4708,1442
1539,2961,1813
1540,5078,2063
1541,4840,3019
1542,3422,2373
1543,2901,1069
1544,4888,3078
1545,4621,2756
1546,2647,2507
1547,3088,1992
1548,3459,2237
1549,3457,3000
1550,5164,1918
1551,5099,1559
1552,3035,1348
1553,5290,2180
1554,3792,1553
1555,5107,2896
1556,3047,2383
1557,2480,2683
1558,3635,2778
1559,4232,1745
1560,2347,1807
1561,2557,1298
1562,3239,1556
1563,2907,2424
1564,2131,1435
1565,2866,2772
1566,4849,1236
1567,5156,1760
1568,2417,3049
1569,3798,1980
1570,2329,1316
1571,2767,1096
1572,3226,2449
1573,3234,2307
1574,3107,3002
1575,2362,2692
1576,4333,1047
1577,3228,1335
1578,2540,2328
1579,2109,1467
1580,2671,1037
1581,5166,2267
1582,5160,2851
1583,3284,1805
1584,4665,2804
1585,2340,1341
1586,2225,2960
1587,3797,1481
1588,2469,1323
1589,3025,2694
1590,3537,2237
1591,4331,2835
1592,2814,2001
1593,3257,2373
1594,4044,2319
1595,2915,2638
1596,2371,1906
1597,3300,2687
1598,4205,2583
1599,3288,1827
1600,3009,1218
1601,2412,2241
1602,3571,982
1603,4243,2553
1604,2322,2301
1605,3668,1630
1606,3222,3020
,,
1607,3171,2701
1608,2103,1123
1609,4158,2138
1610,2503,1208
1611,5285,2205
1612,4854,3110
1613,4288,1284
1614,5294,2064
1615,2805,2618
1616,3987,2241
1617,3641,2962
1618,4370,2222
1619,2513,2619
1620,3504,2291
1621,2185,1319
1622,2368,2032
1623,4370,2742
1624,5250,1917
1625,2983,1891
1626,2896,1926
1627,2506,1686
1628,3030,1533
1629,3695,1944
1630,4762,1747
1631,3161,1677
1632,3770,2670
1633,2723,2576
1634,4534,1105
1635,2432,1339
1636,2106,1308
1637,3407,1152
1638,5268,1691
1639,4811,2442
1640,3908,1338
1641,4816,2355
1642,2234,1869
1643,4769,1704
1644,3622,1955
1645,2176,1279
1646,2617,996
1647,3379,2579
1648,3259,2894
1649,4038,2378
1650,3512,1201
1651,4819,2622
1652,2511,1594
1653,2562,1532
1654,3167,1713
1655,3747,2417
1656,4744,2509
1657,3907,2037
1658,4314,3143
1659,4962,1746
1660,4661,1386
1661,2310,2113
1662,2972,2935
