Request,Tiempo Actualizar,Tiempo Llave
799,3081,2707
800,4083,2218
801,4446,2885
802,2714,2633
803,3495,998
804,3923,2103
805,2042,2438
806,3570,1870
807,3975,2580
808,4337,2845
809,2075,1605
810,1853,2535
811,2991,1930
812,3245,1215
813,2717,3001
814,2098,981
815,4638,1514
816,2852,1600
817,4554,1759
818,2506,1295
819,2919,1896
820,2199,2028
821,2928,2834
822,2225,2761
823,4775,1944
824,3773,1395
825,4513,937
826,2716,1763
827,2688,1524
828,2082,2806
829,4237,1342
830,3955,3044
831,3993,1135
832,2934,1974
833,4052,1791
834,2642,1584
835,2713,1229
836,3737,1212
837,1900,1117
838,2892,1983
839,4812,2042
840,4747,1231
841,3595,2222
842,2520,1475
843,2015,2010
844,2636,2306
845,3299,2850
846,1975,1565
847,4247,1426
848,3879,1794
849,3274,1788
850,2986,3007
-,-,-
851,4360,2327
852,2309,2520
853,4398,1982
854,4227,1643
855,3645,2186
856,1922,2699
857,2564,1662
858,2959,1785
859,3139,1675
860,2154,2458
861,3789,1770
862,3616,1751
863,3015,2888
864,3754,968
865,2983,2808
866,4628,2493
867,2701,1349
868,3310,930
869,3774,1162
870,2082,1249
871,3641,1263
872,2831,2906
873,2213,1542
874,3442,2131
875,2972,2945
876,3603,2986
877,3096,3077
878,4814,2384
879,2144,1778
880,3490,2497
881,3448,2835
882,3211,1813
883,2112,1180
884,4721,911
885,3361,2160
886,3652,2130
887,3536,1816
888,2539,920
889,1892,2045
890,4519,2749
891,3067,1855
892,4581,1008
893,3519,2579
894,2060,2954
895,4289,1208
896,4759,1536
897,3448,1220
898,4698,1574
899,3632,2892
900,3904,2480
901,3912,3063
902,2000,2739
903,3927,2356
904,2414,2818
905,3637,2372
906,4011,2379
907,3047,2296
908,3110,1350
909,2476,2246
910,4248,2756
911,4279,1298
912,2532,2240
913,2564,1730
914,2149,1110
915,4855,2043
916,4118,1909
917,4308,2148
918,3354,1673
919,2846,2961
920,4687,1163
921,2396,1253
922,2201,1224
923,1859,2486
924,1908,1048
925,2700,941
926,2372,1503
927,2783,1244
928,1836,907
929,4540,985
930,3667,2140
931,4367,1972
932,4681,971
933,2528,1122
934,1993,2842
935,2567,2903
936,3408,2919
937,4519,2989
938,4255,2152
939,4065,1337
940,2369,1763
941,2615,2639
942,2674,1445
943,3715,2850
944,3134,1744
945,3646,1399
946,3773,1034
947,2354,2450
948,2085,1851
949,2823,2097
950,4498,927
951,4736,2224
952,2701,3058
953,2061,2100
954,3256,2877
955,2091,1603
956,2727,990
957,2725,1508
958,2428,1952
959,2230,2527
960,1918,1522
961,4697,2877
962,3152,1037
963,3996,1070
964,2302,2451
965,2265,1321
966,3272,2692
967,1905,2185
968,2397,1452
969,3807,1513
970,4379,1419
971,3181,2523
972,3551,2985
973,3933,1568
974,3827,948
975,2750,1395
976,2850,2840
977,2443,1209
978,3148,1718
979,3071,1379
980,3618,1017
981,2627,2356
982,3943,1181
983,2712,2097
984,3213,2406
985,2598,2820
986,4552,3086
987,2195,2718
988,3869,1466
989,3329,1657
990,3120,2738
991,3262,2736
992,1903,1409
993,4810,1248
994,3833,1232
995,2244,2988
996,3914,1786
997,4804,2062
998,2035,1294
999,4544,3104
1000,4011,2259
1001,3352,2234
1002,2519,2188
1003,3444,2242
1004,3681,2927
1005,3104,2767
1006,4710,1292
1007,2356,1522
1008,4058,1196
1009,2190,2044
1010,2208,1245
1011,3160,1222
1012,3085,909
1013,4199,3034
1014,4596,1860
1015,1850,1406
1016,4128,3080
1017,4722,1862
1018,2156,2319
1019,4448,1187
1020,3212,2480
1021,4508,2640
1022,4518,1949
1023,4490,2636
1024,2874,2748
1025,3516,1338
1026,3728,1321
1027,3211,1017
1028,3074,2056
1029,4501,1685
1030,3253,1034
1031,4150,1771
-,-,-
1032,4626,2012
1033,2756,1435
1034,3737,2741
1035,4295,1347
1036,4515,2873
1037,2490,1736
1038,4311,2402
1039,2049,2813
1040,3976,2786
1041,4773,3084
1042,4577,2692
1043,4268,962
1044,2547,1151
1045,2363,1549
1046,1887,2062
1047,2878,2246
1048,3516,968
1049,3876,2113
1050,4316,1892
1051,3219,1301
1052,4572,1159
1053,2960,2360
1054,3113,1995
1055,4692,1220
1056,4779,2747
1057,2771,2065
1058,4013,1315
1059,4306,2741
1060,3406,2726
1061,2397,1054
1062,2356,935
1063,4008,1216
1064,4242,2730
1065,4543,2774
1066,2466,2534
1067,2890,2800
1068,3784,1106
1069,4155,2579
1070,2825,2685
1071,3102,2476
1072,3894,2998
1073,4376,2520
1074,3401,1437
1075,2090,2722
1076,4236,2860
1077,4412,1010
1078,2124,2711
1079,2361,2473
1080,4139,1248
1081,4510,1144
1082,2709,2424
1083,4829,3060
1084,3168,2128
1085,4141,2312
1086,3050,2860
1087,3635,2687
1088,2346,3020
1089,3701,2751
1090,2217,1704
1091,2312,3024
1092,4501,2704
1093,2211,985
1094,1828,2278
1095,3255,2173
1096,4099,1141
1097,4225,1836
1098,2937,2137
1099,3591,1468
1100,3640,2670
1101,1984,1208
1102,3752,1903
1103,2490,1198
1104,3919,2340
1105,3930,1354
1106,4863,2368
1107,3323,2343
1108,4834,2893
1109,3606,2535
1110,4341,2882
1111,4723,1815
1112,3098,2024
1113,3546,1763
1114,2725,1862
1115,3111,1748
1116,4805,2201
1117,4341,1991
1118,3373,1121
1119,4270,2749
1120,4735,2157
1121,3715,1482
1122,3360,1000
1123,2224,1529
1124,4604,1668
1125,3958,1984
1126,3680,1239
1127,3001,1337
1128,4817,2826
1129,3807,1445
1130,4580,2091
1131,2014,1528
1132,4268,1533
1133,3675,1849
1134,4490,1547
1135,2876,1730
1136,3572,1981
1137,3585,2803
1138,2727,2829
1139,3397,1177
1140,3031,3094
1141,2181,2514
1142,1924,2525
1143,2722,1166
1144,2849,1722
1145,4525,2445
1146,2914,2153
1147,4063,1115
1148,3075,2716
1149,3141,2254
1150,3659,2126
1151,2807,1384
1152,4620,2609
1153,2255,2287
1154,2431,3031
1155,2365,2800
1156,3602,1763
1157,3462,2523
1158,4266,2619
1159,4236,2455
1160,2695,1311
1161,4460,1641
1162,4440,1226
1163,3340,2142
1164,2621,1452
1165,1853,1982
1166,2098,1707
1167,4752,1237
1168,4313,1405
1169,2072,2784
1170,3557,2265
1171,4715,2190
1172,3665,2273
1173,4181,942
1174,2550,1731
1175,3794,1733
1176,4810,1998
1177,3120,1343
1178,4200,2486
1179,3880,2154
1180,2571,3049
1181,3813,1263
1182,2816,2419
1183,1833,1165
1184,4251,2966
1185,2944,2403
1186,3895,1472
1187,2986,2356
1188,2847,2241
1189,2934,1866
1190,4100,1252
1191,2784,1727
1192,4448,3070
1193,4538,2267
1194,4542,1910
1195,2473,2238
1196,3716,2668
1197,2521,934
1198,1957,1662
1199,4420,1728
1200,3264,2959
1201,2241,2523
1202,3070,1272
1203,3565,2277
1204,2673,2066
-,-,-
1205,2363,1641
1206,2415,1248
1207,2725,1272
1208,4032,2563
1209,2372,2990
1210,3232,2920
1211,4860,1739
1212,4210,3038
1213,3454,2685
1214,2043,1255
1215,4806,2278
1216,4207,920
1217,2775,2346
1218,2123,1366
1219,4236,1132
1220,3010,1077
1221,3497,1967
1222,4078,3100
1223,4275,2562
1224,3733,1075
1225,3847,1475
1226,3919,1549
1227,2536,2901
1228,4059,1432
1229,4588,1754
1230,2624,1991
1231,4621,949
1232,3817,941
1233,4747,1225
1234,3432,2521
1235,4723,1503
1236,1835,1692
1237,3466,911
1238,3111,1215
1239,3552,1542
1240,2350,2934
1241,3834,1554
1242,4667,965
1243,3492,1004
1244,3832,2442
1245,3690,2879
1246,3993,1129
1247,3625,1383
1248,4419,3013
1249,2346,2631
1250,2441,1257
1251,3958,1670
1252,1826,1837
1253,2396,2027
1254,3474,960
1255,4051,2997
1256,2649,1698
1257,2560,2234
1258,4084,1802
1259,4564,1794
1260,2299,1901
1261,3566,2535
1262,4559,2875
1263,4475,1165
1264,2039,1771
1265,4674,1845
1266,4523,2429
1267,3729,951
1268,2475,1875
1269,2226,3090
1270,3774,1965
1271,4264,1157
1272,3344,1173
1273,2702,1578
1274,2042,1661
1275,2342,1582
1276,3281,2199
1277,3325,1439
1278,2474,2553
1279,2451,2815
1280,2599,1336
1281,4601,1601
1282,4339,2991
1283,2924,2377
1284,4597,1897
1285,3062,2458
1286,4810,2648
1287,2378,2478
1288,3944,2045
1289,3637,1371
1290,3534,2897
1291,2052,1872
1292,4595,2124
1293,2548,2155
1294,2032,2006
1295,3389,1496
1296,3414,2184
1297,1978,2252
1298,3609,2341
1299,3817,1768
1300,2454,1377
1301,3775,2748
1302,4739,1440
1303,2494,981
1304,2856,2487
1305,3511,3057
1306,2690,2402
1307,2246,2226
1308,4703,2921
1309,3713,2559
1310,1913,1688
1311,2274,1783
1312,3993,1303
1313,2755,1192
1314,3086,3044
1315,4721,1915
1316,1962,1978
1317,4575,1675
1318,2242,1970
1319,4583,898
1320,3968,1544
1321,2701,1410
1322,4430,2368
1323,4043,1359
1324,2998,2209
1325,2119,2236
1326,2394,1968
1327,2341,2755
1328,4144,2264
1329,4325,1678
1330,4161,2241
1331,4101,1698
1332,3050,1895
1333,4792,1151
1334,2347,1565
1335,2416,2247
1336,2844,1702
1337,4439,2854
1338,4140,1857
1339,3849,1225
1340,4645,2042
1341,3165,1405
1342,4360,2839
1343,2302,2383
1344,1954,2477
1345,3324,1526
1346,4823,1661
1347,3776,2028
1348,2972,1639
1349,4379,3065
1350,2454,2252
1351,2365,1790
1352,4499,2728
1353,3253,1748
1354,3869,1824
1355,2283,1255
1356,2304,3036
1357,2112,3014
1358,4275,2781
1359,4290,2741
1360,3994,1625
1361,3157,2650
1362,3574,1221
-,-,-
1363,1890,2435
1364,2616,1925
1365,1961,1005
1366,2067,2707
1367,4376,2053
1368,2773,2881
1369,3331,2998
1370,2319,1800
1371,2281,1166
1372,3632,1162
1373,3906,1917
1374,1951,1534
1375,2941,2430
1376,3166,2274
1377,2334,1510
1378,4353,1459
1379,3411,1766
1380,3114,1589
1381,4112,3093
1382,4179,2705
1383,2566,2006
1384,3426,3046
1385,2373,2341
1386,3680,1079
1387,2894,2969
1388,3938,1474
1389,4786,2795
1390,3385,3061
1391,3260,2021
1392,3173,2799
1393,2325,1525
1394,2890,2930
1395,3303,2089
1396,4482,1389
1397,4235,2763
1398,3403,1502
1399,1977,1197
1400,2966,1768
1401,4496,2973
1402,2263,2581
1403,3327,2829
1404,2810,1469
1405,4576,2611
1406,2990,2604
1407,3511,1862
1408,3799,2396
1409,4238,1638
1410,4131,1217
1411,4766,1690
1412,3329,1476
1413,2536,2393
1414,2103,3003
1415,2954,1765
1416,4244,2460
1417,4722,1782
1418,2187,1397
1419,2934,1702
1420,3069,1833
1421,3965,3086
1422,2618,1893
1423,3112,2140
1424,4806,2762
1425,2052,2132
1426,3517,2568
1427,3329,2477
1428,3370,2664
1429,2481,1762
1430,2141,1320
1431,4597,2420
1432,4669,1430
1433,3078,1100
1434,4212,2211
1435,2543,2810
1436,4204,1682
1437,2278,1617
1438,3770,1261
1439,2978,1974
1440,4434,2385
1441,4276,2424
1442,4492,2226
1443,4338,2372
1444,4146,1006
1445,4239,1158
1446,2808,1710
1447,4512,1640
1448,4631,1167
1449,2310,3044
1450,2339,2752
1451,4325,2447
1452,4588,1533
1453,2334,997
1454,1876,2562
1455,2503,2643
1456,2039,1522
1457,2881,1118
1458,3177,1010
1459,3734,2580
1460,2231,2750
1461,2497,1240
1462,2089,2672
1463,4621,1058
1464,2861,1233
1465,2443,980
1466,4720,1882
1467,3805,1356
1468,3094,1235
1469,3918,1964
1470,3447,1726
1471,3905,2172
1472,4111,1920
1473,2566,2534
1474,4188,2587
1475,4567,2456
1476,4103,935
1477,4231,2518
1478,4644,2483
1479,3310,2311
1480,2571,1447
1481,4510,1052
1482,4864,2244
1483,3631,1051
1484,4631,1038
1485,2128,2920
1486,4607,1505
1487,4212,2961
1488,3351,2187
1489,2518,966
1490,2023,3082
1491,1991,2182
1492,3429,1705
1493,4366,1236
1494,3840,2464
1495,2376,1619
1496,3218,1726
1497,3256,1491
1498,3001,2066
1499,4021,955
1500,3749,1223
1501,3794,3056
1502,4021,2315
1503,1938,1191
1504,2009,1122
1505,3309,1569
1506,4689,1020
1507,3125,2972
1508,2123,1704
1509,3763,1736
1510,4755,1539
1511,3782,2447
1512,4402,1656
1513,2469,1131
1514,4582,2136
1515,2359,2973
1516,4514,2170
1517,2885,1747
1518,4579,1122
1519,2709,1951
1520,3340,1859
1521,2255,1927
1522,4241,1338
1523,3222,1538
1524,4634,2269
1525,4016,1437
1526,4231,1652
1527,3364,2078
1528,3796,1999
1529,2311,2290
-,-,-
1530,3319,2269
1531,3590,2906
1532,3230,1714
1533,4097,2001
1534,3899,2384
1535,2510,2729
1536,3876,2626
1537,3127,1209
1538,4614,1067
1539,4220,2671
1540,4435,1112
1541,3916,2323
1542,4125,2165
1543,4355,2643
1544,4815,1156
1545,4522,1511
1546,2214,2284
1547,3003,2591
1548,3311,2592
1549,3915,2477
1550,3161,1002
1551,3793,2211
1552,3014,2381
1553,2675,1406
1554,3234,1901
1555,3344,2449
1556,2336,2796
1557,4033,1425
1558,2912,1308
1559,4587,2972
1560,4379,1660
1561,2580,2380
1562,4393,1544
1563,2169,2116
1564,4711,1845
1565,2618,1346
1566,3531,1665
1567,2042,2409
1568,3814,2118
1569,2562,1486
1570,4837,2008
1571,3274,1905
1572,2072,3094
1573,3229,2644
1574,1853,2397
1575,4254,1737
1576,4081,1647
1577,2792,3099
1578,4439,2404
1579,4830,2222
1580,4047,2780
1581,2218,2994
1582,3551,3094
1583,2114,2903
1584,4169,1231
1585,3945,3055
1586,2321,2443
1587,3785,1859
1588,3482,1408
1589,3583,1025
1590,4471,2493
1591,4560,1849
1592,4411,2333
1593,3385,1901
1594,3695,3002
1595,2351,1472
1596,3875,2571
1597,2436,3035
1598,2948,2762
1599,4834,1523
1600,4846,1593
1601,4360,1728
1602,2672,3039
1603,3240,3009
1604,4550,1451
1605,2411,2665
1606,4230,1977
1607,4675,1588
1608,3073,1189
1609,2163,1810
1610,1966,993
1611,4701,1231
1612,2192,2637
1613,2321,1357
1614,2082,1329
1615,4606,1560
1616,2526,2601
1617,3434,2899
1618,4150,1086
1619,3518,1368
1620,2563,2439
1621,3247,2942
1622,3337,1513
1623,3664,2803
1624,3233,928
1625,1989,947
1626,2684,2394
1627,2028,1327
1628,2374,2715
1629,3692,1158
1630,4635,1650
1631,3774,1544
1632,2066,2022
1633,2660,1360
1634,3728,2778
1635,3181,1995
1636,3014,2500
1637,2962,1963
1638,4388,973
1639,1912,1175
1640,3502,1929
1641,3446,1894
1642,2077,2799
1643,4224,2760
1644,2950,2992
1645,3935,1336
1646,2337,1136
1647,4725,2346
1648,3701,1880
1649,4414,3090
1650,4262,2161
1651,3452,1457
1652,3537,1186
1653,3098,3060
1654,2059,1529
1655,2566,2690
1656,4279,1283
1657,3314,1380
1658,2270,2246
1659,2271,2483
1660,2933,1528
1661,3776,1166
1662,3962,1344
1663,4631,1024
1664,4663,2277
